==1519835== NVPROF is profiling process 1519835, command: ./RN 1
==1519835== Profiling application: ./RN 1
==1519835== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
9.14488s  9.0560us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [509]
9.14506s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.14511s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.14511s  4.9280us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [512]
9.14512s  3.7120us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [513]
9.20501s  381.54us                    -               -         -         -         -  2.0000MB  5.1191GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.20540s  858.85us           (1024 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [515]
9.20633s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.20636s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.20639s  30.464us           (1024 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [518]
9.20692s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.20696s  1.9520us                    -               -         -         -         -  4.0000KB  1.9543GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.20697s  16.000us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [521]
9.20698s  17.280us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [522]
9.20700s  10.528us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [523]
9.26692s  170.14us                    -               -         -         -         -  1.0000MB  5.7396GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.26710s  975.75us            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [525]
9.26814s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.26819s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.26819s  9.0560us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [528]
9.26839s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.26843s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.26844s  4.7680us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [531]
9.26851s  3.8400us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [532]
9.40196s  413.76us                    -               -         -         -         -  2.2500MB  5.3105GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.40239s  2.1520ms            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [534]
9.40461s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.40466s  1.7610us                    -               -         -         -         -  1.0000KB  554.55MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.40466s  8.5120us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [537]
9.40485s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.40490s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.40490s  4.8320us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [540]
9.40491s  3.0730us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [541]
9.46480s  392.83us                    -               -         -         -         -  2.0000MB  4.9719GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.46520s  860.80us           (1024 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [543]
9.46614s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.46618s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.46619s  30.528us           (1024 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [546]
9.46673s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.46677s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.46678s  16.064us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [549]
9.46680s  17.408us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [550]
9.46682s  10.593us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [551]
9.52699s  170.56us                    -               -         -         -         -  1.0000MB  5.7256GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.52716s  978.40us            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [553]
9.52821s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.52826s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.52827s  8.8960us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [556]
9.52846s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.52853s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.52853s  4.9280us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [559]
9.52854s  3.8720us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [560]
9.66167s  407.62us                    -               -         -         -         -  2.2500MB  5.3905GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.66209s  2.2326ms            (256 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [562]
9.66440s  1.7600us                    -               -         -         -         -  1.0000KB  554.87MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.66444s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.66445s  8.9920us            (256 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [565]
9.66464s  1.7280us                    -               -         -         -         -  1.0000KB  565.14MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.66469s  1.8560us                    -               -         -         -         -  1.0000KB  526.17MB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.66469s  4.9280us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [568]
9.66470s  3.0720us            (256 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [569]
9.72463s  380.51us                    -               -         -         -         -  2.0000MB  5.1329GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.72502s  855.01us           (1024 1 1)       (14 14 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [571]
9.72594s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.72596s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.72598s  30.528us           (1024 1 1)       (14 14 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [574]
9.72653s  1.7280us                    -               -         -         -         -  4.0000KB  2.2076GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.72660s  1.7600us                    -               -         -         -         -  4.0000KB  2.1674GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
9.72660s  15.936us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [577]
9.72662s  16.832us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [578]
9.72664s  8.4800us           (1024 1 1)       (14 14 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [579]
10.2123s  1.6920ms                    -               -         -         -         -  8.0000MB  4.6173GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.2140s  2.1062ms           (2048 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [606]
10.2162s  1.9200us                    -               -         -         -         -  8.0000KB  3.9736GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.2163s  1.8880us                    -               -         -         -         -  8.0000KB  4.0410GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.2163s  17.888us           (2048 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [609]
10.2173s  1.9200us                    -               -         -         -         -  8.0000KB  3.9736GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.2173s  1.9200us                    -               -         -         -         -  8.0000KB  3.9736GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.2173s  3.5200us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [612]
10.3369s  363.59us                    -               -         -         -         -  2.0000MB  5.3719GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.3372s  515.91us            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [614]
10.3378s  1.7280us                    -               -         -         -         -  2.0000KB  1.1038GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.3379s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.3379s  5.1520us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [617]
10.3382s  1.7280us                    -               -         -         -         -  2.0000KB  1.1038GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.3383s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.3383s  3.5840us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [620]
10.3383s  2.9440us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [621]
10.8741s  1.9431ms                    -               -         -         -         -  9.0000MB  4.5231GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.8761s  1.5322ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [623]
10.8777s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.8777s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.8777s  6.0160us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [626]
10.8781s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.8781s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
10.8781s  3.5200us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [629]
10.8781s  2.9440us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [630]
11.1176s  795.78us                    -               -         -         -         -  4.0000MB  4.9087GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.1184s  1.2137ms           (2048 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [632]
11.1197s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.1197s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.1197s  20.832us           (2048 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [635]
11.1207s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.1208s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.1208s  4.1280us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [638]
11.1208s  4.1280us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [639]
11.1208s  3.8400us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [640]
11.3620s  803.27us                    -               -         -         -         -  4.0000MB  4.8630GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.3628s  1.1136ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [642]
11.3640s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.3640s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.3641s  6.0160us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [645]
11.3644s  1.7280us                    -               -         -         -         -  2.0000KB  1.1038GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.3644s  1.7920us                    -               -         -         -         -  2.0000KB  1.0644GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.3644s  3.4880us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [648]
11.3645s  2.9760us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [649]
11.8952s  1.9200ms                    -               -         -         -         -  9.0000MB  4.5775GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.8971s  1.5824ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [651]
11.8988s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.8988s  1.7920us                    -               -         -         -         -  2.0000KB  1.0644GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.8988s  6.0480us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [654]
11.8992s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.8992s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
11.8992s  3.4880us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [657]
11.8992s  2.9760us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [658]
12.1384s  790.82us                    -               -         -         -         -  4.0000MB  4.9395GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.1392s  1.2228ms           (2048 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [660]
12.1405s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.1406s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.1406s  20.960us           (2048 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [663]
12.1416s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.1416s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.1416s  4.1280us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [666]
12.1417s  4.2880us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [667]
12.1417s  3.8400us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [668]
12.3808s  794.50us                    -               -         -         -         -  4.0000MB  4.9166GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.3816s  1.1132ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [670]
12.3828s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.3828s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.3828s  6.0480us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [673]
12.3832s  1.7280us                    -               -         -         -         -  2.0000KB  1.1038GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.3832s  1.8560us                    -               -         -         -         -  2.0000KB  1.0277GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.3832s  3.5200us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [676]
12.3832s  2.9440us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [677]
12.9139s  2.9521ms                    -               -         -         -         -  9.0000MB  2.9772GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.9169s  1.5874ms            (512 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [679]
12.9186s  1.7280us                    -               -         -         -         -  2.0000KB  1.1038GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.9186s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.9186s  6.0480us            (512 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [682]
12.9190s  1.7600us                    -               -         -         -         -  2.0000KB  1.0837GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.9190s  1.8240us                    -               -         -         -         -  2.0000KB  1.0457GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
12.9190s  3.4880us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [685]
12.9190s  2.9760us            (512 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [686]
13.1592s  797.44us                    -               -         -         -         -  4.0000MB  4.8985GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
13.1600s  1.2078ms           (2048 1 1)         (7 7 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  execute3DconvolutionCuda(float*, float*, float*, float*, int, int, int, int, int, int, int, int) [688]
13.1613s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
13.1614s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
13.1614s  20.928us           (2048 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [691]
13.1624s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
13.1625s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
13.1625s  4.0960us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [694]
13.1625s  4.1600us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [695]
13.1625s  3.8400us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [696]
13.1646s  26.305us           (2048 1 1)         (1 1 1)        28        0B        0B         -           -           -           -  GeForce GTX 108         1         7  poolingAverageCUDA(float*, float*, int, int, int, int, int, int, int, int) [710]
13.6452s  1.7449ms                    -               -         -         -         -  7.8125MB  4.3725GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
13.6469s  587.65us           (1000 1 1)         (1 1 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeFCLayerCUDA(float*, float*, float*, int) [714]
13.6475s  1.8560us                    -               -         -         -         -  3.9063KB  2.0072GB/s      Device    Pageable  GeForce GTX 108         1         7  [CUDA memcpy DtoH]

Regs: Number of registers used per CUDA thread. This number includes registers used internally by the CUDA driver and/or tools and can be more than what the compiler shows.
SSMem: Static shared memory allocated per CUDA block.
DSMem: Dynamic shared memory allocated per CUDA block.
