==1519539== NVPROF is profiling process 1519539, command: ./RN 1
==1519539== Error: File already exists: /playpen/leochanj/fgpure/Modified-NVIDIA-Linux-x86_64-460.67/ResNet/test.profout
==1519539== Use "-f" to overwrite existing file
==1519539== Profiling application: ./RN 1
==1519539== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
1.8e+10s  20.928us           (2048 1 1)         (7 7 1)        22        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeBnNormLayerCUDA(float*, float*, float*, int, int) [693]
1.8e+10s  2.0480us                    -               -         -         -         -  8.0000KB  3.7253GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  2.0160us                    -               -         -         -         -  8.0000KB  3.7844GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  4.1280us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeScaleLayerCUDA(float*, float*, float*, int, int) [696]
1.8e+10s  4.0960us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeEltWiseLayerCUDA(float*, float*, float*, int) [697]
1.8e+10s  3.9040us           (2048 1 1)         (7 7 1)         8        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeReLULayerCUDA(float*, int) [698]
1.8e+10s  26.369us           (2048 1 1)         (1 1 1)        28        0B        0B         -           -           -           -  GeForce GTX 108         1         7  poolingAverageCUDA(float*, float*, int, int, int, int, int, int, int, int) [712]
1.8e+10s  1.6377ms                    -               -         -         -         -  7.8125MB  4.6587GB/s    Pageable      Device  GeForce GTX 108         1         7  [CUDA memcpy HtoD]
1.8e+10s  549.07us           (1000 1 1)         (1 1 1)        31        0B        0B         -           -           -           -  GeForce GTX 108         1         7  executeFCLayerCUDA(float*, float*, float*, int) [716]
1.8e+10s  1.8560us                    -               -         -         -         -  3.9063KB  2.0072GB/s      Device    Pageable  GeForce GTX 108         1         7  [CUDA memcpy DtoH]

Regs: Number of registers used per CUDA thread. This number includes registers used internally by the CUDA driver and/or tools and can be more than what the compiler shows.
SSMem: Static shared memory allocated per CUDA block.
DSMem: Dynamic shared memory allocated per CUDA block.
SrcMemType: The type of source memory accessed by memory operation/copy
DstMemType: The type of destination memory accessed by memory operation/copy
